type,category,sku,name_en,name_cn,price,price_status,pricing_tier,pricing_label,price_suggestion_cn
配件 Part,Brush / 刷类,103423680956,Tenant T300e T500e Industrial Floor Cleaning Brush 12 Inch to 21inch Workshop Scrubber Machine Brushes China,Tenant T300e T500e 工业 Floor Cleaning 刷 12 Inch to 21inch Workshop Scrubber Machine 刷es China,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Pad Holder / 针盘,103774246776,Pad Holder/Pad Driver for Floor Machine Buffer/Polisher/Scrubber,针盘/针盘驱动 for Floor Machine Buffer/Polisher/Scrubber,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Brush / 刷类,106910220276,Flexible Cylinder Silicone Carbide Flex Hone Brush for Polishing&amp;Deburring,Flexible Cylinder Silicone Carbide Flex Hone 刷 for Polishing&amp;Deburring,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,101536061230,Floor Scrubber Equipment Parts-175 Al Alloy Clutch Plate,洗地机 Equipment Parts-175 Al Alloy 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,101536037905,Floor Scrubber Equipment Parts- Tenant Clutch Plate,洗地机 Equipment Parts- Tenant 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,11120500874,Scarab Magnum Sweeper Steel Wire Side Brush From China Factory,Scarab Magnum Sweeper Steel Wire 边刷 From 中国工厂,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Vacuum Motor / 真空电机,104405094338,"24V, 3 Stage Vacuum Motor Suitable for Tenant T7","24V, 3 Stage 真空电机 Suitable for Tenant T7",,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,103856870150,Anhui Changzhong Floor Scrubber Spare Part Disc Brush for Tennant T12,Anhui Changzhong 洗地机 配件 盘刷 for Tennant T12,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,101939797515,High Quality Squeegee for Floor Scrubber with NR&PU Material,高品质 吸水胶条 for 洗地机 with NR&PU 地垫erial,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103193590764,Large Commercial City Road Cleaning Brush Efficient Street Side Sweeper Brush,Large 商用 City Road Cleaning 刷 Efficient Street Side Sweeper 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Mat / 地垫,104568220016,Factory Sale Multicolor square Bath Mat  Floor Spa Shower Mat Washable Pvc Bathroom Non slip Mat,Factory Sale Multicolor square Bath 地垫  Floor Spa Shower 地垫 Washable Pvc Bathroom Non slip 地垫,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103854357212,Professional Brush Factory Floor Scrubber Machine Brush Cleaning Supplies China Roller Solar Panel Cleaning Brush 10PCS,专业 刷 Factory 洗地机 Machine 刷 Cleaning Supplies China Roller Solar Panel Cleaning 刷 10PCS,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,87026133,Dulevo/Fuan 200 Cleaning Equipment Part Steel Wire Sweeper Side Brush,Dulevo/Fuan 200 清洁设备 Part Steel Wire Sweeper 边刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,103185857178,High Quality Economical and Practical Gutter Sweeper Side Brush for Road Sweeping Machine,高品质 Economical and Practical Gutter Sweeper 边刷 for Road Sweeping Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103802569915,Cleaning Equipment Parts Rotary Brush Monobrush With Red Buckle,清洁设备 Parts Rotary 刷 Mono刷 With Red Buckle,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,63279046,Floor Scrubber Spare Parts Center Lock Pad Retainer,洗地机 配件s 中心锁扣 百洁垫 Retainer,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,104411739465,Floor Scrubber Machine Brush Floor Buffer/pad Driver/pad Holder for  Single Disc Machine,洗地机 Machine 刷 Floor Buffer/针盘驱动/针盘 for  Single Disc Machine,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,62675375,ICE Ride Scrubber Dryer RS32 Floor Rotary Brush,ICE Ride Scrubber Dryer RS32 Floor Rotary 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,101540180217,Floor Scrubber Equipment Parts- Viper Clutch Plate,洗地机 Equipment Parts- Viper 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,104941150846,Nilfisk/Viper/Gaomei Machine Spare Part Carpet Shampoo Brush Carpet Washing Floor Scrubber Disc Brush,Nilfisk/Viper/Gaomei Machine 配件 Carpet Shampoo 刷 Carpet Washing 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,101540420408,Cleaning Equipment Floor Scrubber Machine Parts Invincible Clutch Plate for Taski,清洁设备 洗地机 Machine Parts Invincible 离合器盘 for Taski,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Motor / 电机,101793279887,SJ50 Walk-behind Compact Floor Scrubber or Cleaning Machine Electric Motor Plastic Provided Restaurant Equipment DC 24V 510 Mm,SJ50 Walk-behind Compact 洗地机 or 清洁机 Electric 电机 Plastic Provided Restaurant Equipment DC 24V 510 Mm,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Vacuum Motor / 真空电机,104462585771,36V 24V 3-stg Vacuum Motor Tennant/Viper/Comac/Karche/Nilfisk/IPC Vacuum Cleaner Motor,36V 24V 3-stg 真空电机 Tennant/Viper/Comac/Karche/Nilfisk/IPC Vacuum Cleaner 电机,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,101559536107,Floor Scrubber Spare Part Disk Brush for Tennant T5/T5e,洗地机 配件 盘刷 for Tennant T5/T5e,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,102016435573,"Floor Scrubber Clutch Plate for Kacher,Tennant,Nilfisk,Viper,Comac","洗地机 离合器盘 for Kacher,Tennant,Nilfisk,Viper,Comac",,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,102013081191,Nilfisk Viper AS510B 20 Inch Pad Driver Holder  for Floor Scrubber __ VF90416,Nilfisk Viper AS510B 20 Inch 针盘驱动 Holder  for 洗地机 __ VF90416,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,102317205523,Single Disc Brush Carpet Brush for Floor Scrubber and Single Disc Machine,Single 盘刷 Carpet 刷 for 洗地机 and Single Disc Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103764246699,Hard Bristle Scrubbing Brush Pad Driver/Pad Holder With Short Hard Bristles for Carpet Cleaning,Hard Bristle Scrubbing 刷 针盘驱动/针盘 With Short Hard Bristles for Carpet Cleaning,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,11755941778,Cleaning Equipment Spare Part 15 Inch Floor Scrubber Disc Brush,清洁设备 配件 15 Inch 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,103708832802,Floor Machine Spare Parts Squeegee Assembly Squeegee Kit Floor Scrubber Squeegee Assembly,Floor Machine 配件s 吸水胶条 总成 吸水胶条 套件 洗地机 吸水胶条 总成,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,101534842595,Cleaning Equipment Scrubber Spare Part Red NP-500 Clutch Plate,清洁设备 Scrubber 配件 Red NP-500 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,102005762209,15 Inch Floor Scrubber Pad Driver for VIPER AS380,15 Inch 洗地机 针盘驱动 for VIPER AS380,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Squeegee / 吸水胶条,103716916645,Scrubber Cleaning Machine Parts Squeegee Tool Assembly,Scrubber 清洁机 Parts 吸水胶条 Tool 总成,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,103636201049,China Factory Directly Sale Wholesale Tenant T3E Drain Hose/Suction Hose,中国工厂 Directly Sale 批发 Tenant T3E 排水管/Suction 管,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,11703693794,GAOMEI Auto Scrubber Machine GM110BT85 Spare Part Floor Rotary Disc Brush/ Pad Driver,GAOMEI Auto Scrubber Machine GM110BT85 配件 Floor Rotary 盘刷/ 针盘驱动,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,29999367172,17 Inch Nylon Disc Brush for Tennant,17 Inch Nylon 盘刷 for Tennant,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,104677526589,Quality Wholesale Rotary Circular Industrial Floor Cleaning Brush with Factory Price,Quality 批发 Rotary Circular 工业 Floor Cleaning 刷 with Factory Price,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102013005760,Nilfisk Viper AS510B Floor Scrubber Disc Brush,Nilfisk Viper AS510B 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103854046483,High Quality Floor Scrubber Spare Part Disc Brush for Tenant T12,高品质 洗地机 配件 盘刷 for Tenant T12,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Other / 其他,102865046123,Factory Sales Floor Scrubber Spare Parts for Tennant T3/T3e/T300/T300e,Factory Sales 洗地机 配件s for Tennant T3/T3e/T300/T300e,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,162621838,"17 Inch Fiorentini 80 M, Smile 85 Floor Scrubber Disc Brush","17 Inch Fiorentini 80 M, Smile 85 洗地机 盘刷",,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,101940364715,High Quality Floor Scrubber Squeegee  with NR&PU Material,高品质 洗地机 吸水胶条  with NR&PU 地垫erial,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103821455343,Hot Product Floor Scrubber Cleaning Machine Brush Supplies for Tenant/Karchr/Viper/Nilfisk/Comac/Hako/IPC/Fimap,Hot Product 洗地机 清洁机 刷 Supplies for Tenant/Karchr/Viper/Nilfisk/Comac/Hako/IPC/Fimap,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103117233721,Karche Medium Nylon Brush Rotary Brush for Floor Scrubber Components Bristle,Karche Medium Nylon 刷 Rotary 刷 for 洗地机 Components Bristle,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Roller Brush / 滚刷,104430614171,Floor Scrubber Machine Roller Brush Karche Red Roller Brush Scrubber Drier,洗地机 Machine 滚刷 Karche Red 滚刷 Scrubber Drier,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103854042528,High Quality Floor Scrubber Spare Part Disc Brush for IPC CT40,高品质 洗地机 配件 盘刷 for IPC CT40,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103772002824,Floor Buffer Single Brush Disc Rotary Stripping Brush for Carpet Cleaning,Floor Buffer Single 刷 Disc Rotary Stripping 刷 for Carpet Cleaning,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,103184551546,Rotary Side Brush Gutter Broom for Gasoline Cleaning Truck Road Sweeper Brushes Gutter Broom,Rotary 边刷 边刷 for Gasoline Cleaning Truck Road Sweeper 刷es 边刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,104353959385,Cleaning Equipment Parts Floor Scrubber Squeegee Blades Front and Back Rubber Fits Tennant 1011232,清洁设备 Parts 洗地机 吸水胶条 Blades Front and Back Rubber Fits Tennant 1011232,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102012701424,VIPER AS4325/AS4335 17 Inch PA Floor Scrubber Disc Brush for Cleaning Machine,VIPER AS4325/AS4335 17 Inch PA 洗地机 盘刷 for 清洁机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,104414711336,Floor Scrubber Machine Brush Taski Swingo 455 Disc Brush 17inch with PP Bristle_8504750,洗地机 Machine 刷 Taski Swingo 455 盘刷 17inch with PP Bristle_8504750,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Roller Brush / 滚刷,103112150590,Sweeper Brush/Roller Brush 50 Inch Polypropylene/Wire Double Row for Tennant 800D 35324,Sweeper 刷/滚刷 50 Inch Polypropylene/Wire Double Row for Tennant 800D 35324,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102489653805,Factory Sale Taski 15.5inch Floor Scrubber Disc Brush for Floor Scrubber,Factory Sale Taski 15.5inch 洗地机 盘刷 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,11698632039,Gaomei GM50 Cleaning Equipment Part 19 Inch Floor Scrubber Disc Brush,Gaomei GM50 清洁设备 Part 19 Inch 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,104500676903,Wooden Gap Cleaning Brush Hard-Bristled Crevice Cleaning Brush for Bathroom Kitchens Tile Floors Gap,Wooden Gap Cleaning 刷 Hard-Bristled Crevice Cleaning 刷 for Bathroom 套件chens Tile Floors Gap,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Hose / 水管,102503415461,Tenant OEM # 1204663 HOSE ASSY Vacuum  W/Z Cuff 1.5D*31L Tenant T300,Tenant OEM # 1204663 管 ASSY Vacuum  W/Z Cuff 1.5D*31L Tenant T300,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Pad Holder / 针盘,102004841157,Nilfisk Viper AS380/15  15 Inch Pad Driver Holder  for Floor Scrubber __ VF89804,Nilfisk Viper AS380/15  15 Inch 针盘驱动 Holder  for 洗地机 __ VF89804,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Lock & Flange / 锁扣·法兰,101558344300,Hako B75R Floor Scrubber Brush-13 Inch Gray Chrysanthemum Buckle Brush,Hako B75R 洗地机 刷-13 Inch Gray Chrysanthemum Buckle 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103851425475,ICE Floor Machine Brush Natural Fibre With Nylon Bristles Cleaning Brushes,ICE Floor Machine 刷 Natural Fibre With Nylon Bristles Cleaning 刷es,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103853699589,Factory Direct Sales Floor Scrubber Spare Part Disk Brush for Hako B75R/B70/B90,工厂直销 Sales 洗地机 配件 盘刷 for Hako B75R/B70/B90,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,103314100705,Single Disc Machine Clutch Plate for Cleaning Machines 154 Clutch Plate,Single Disc Machine 离合器盘 for 清洁机s 154 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,104567904494,Recycled Rubber Non-slip Foldable Floor Mat Multicolor 100% Pvc Drainage Water Bathing Area Anti slip Mat for Pool Area,Recycled Rubber Non-slip Foldable Floor 地垫 Multicolor 100% Pvc Drainage Water Bathing Area Anti slip 地垫 for Pool Area,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103861942931,Nylon Disk Scrub Brush Assembly-20Inch 508MM 1210386,Nylon Disk Scrub 刷 总成-20Inch 508MM 1210386,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad / 百洁垫,104329347395,15inch 17inch 18inch 20inch White/Black/Red Floor Pad for Single Disc Machine Floor Scrubber Machine Polishing,15inch 17inch 18inch 20inch White/Black/Red Floor 百洁垫 for Single Disc Machine 洗地机 Machine Polishing,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,104646805965,Nilfisk Advance SC800 Floor Scrubber Machine NilfiSK 56601538 Squeegee Rubber,Nilfisk Advance SC800 洗地机 Machine NilfiSK 56601538 吸水胶条 Rubber,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,102012941006,Nilfisk Viper LS160/LS160HD 17 Inch Floor Scrubber Carpet Brush __ VF75420,Nilfisk Viper LS160/LS160HD 17 Inch 洗地机 Carpet 刷 __ VF75420,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,103196889005,Cleaning Equipment Parts Road Sweeper Brushes Gutter Broom Rotary Side Brush for Gasoline Cleaning,清洁设备 Parts Road Sweeper 刷es 边刷 Rotary 边刷 for Gasoline Cleaning,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,102013306318,Viper PS480 150mm*310mm Sweeper Side Brush__VP11406,Viper PS480 150mm*310mm Sweeper 边刷__VP11406,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,100053360385,Hako B45 PU Suction Rubber for Floor Scrubber Squeegee,Hako B45 PU Suction Rubber for 洗地机 吸水胶条,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,103205871781,High Quality Wholesale Customization Truck Street Sweeper Side Brush Gutter Broom,高品质 批发 Customization Truck Street Sweeper 边刷 边刷,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Disc Brush / 盘刷,101559266208,Cleaning Equipment Part PP Floor Scrubber Disc Brush for Tennant T5E,清洁设备 Part PP 洗地机 盘刷 for Tennant T5E,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,84314300,Bennett Hussar 660B Auto Floor Scrubber Disc Brush,Bennett Hussar 660B Auto 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,104678017449,Best Sale Road Cleaning Brush Floor Scrubber Brush Customized pp and Nylon Disc Floor Cleaning Brush,Best Sale Road Cleaning 刷 洗地机 刷 Customized pp and Nylon Disc Floor Cleaning 刷,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Roller Brush / 滚刷,101748253843,High Quality Tenant T20 Road Sweeper Roller Brush for Floor Scrubber in Factory,高品质 Tenant T20 Road Sweeper 滚刷 for 洗地机 in Factory,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,102005135851,Nilfisk Viper AS4325/AS4335  17 Inch Pad Driver Holder  for Floor Scrubber __ VS15440,Nilfisk Viper AS4325/AS4335  17 Inch 针盘驱动 Holder  for 洗地机 __ VS15440,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Filter / 过滤器,104353862224,Viper Auto Scrubber  Solution Line Filter (#VF82168A) Water Filter,Viper Auto Scrubber  Solution Line 过滤器 (#VF82168A) Water 过滤器,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,12343985408,Dulevo Garant 506 Floor Scubber Spare Part Abrasive Brushes,Dulevo Garant 506 Floor Scubber 配件 Abrasive 刷es,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102220363426,17inch PPL Factory Cat GTX Floor Scrubber Disc Brush,17inch PPL Factory Cat GTX 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad / 百洁垫,105016094288,Tennant 370095 Centering Device Pad Retainer,Tennant 370095 Centering Device 百洁垫 Retainer,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Motor / 电机,104430484305,Tennant Brush Motor Aftermarket Replaces Tennant,Tennant 刷 电机 Aftermarket Replaces Tennant,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Pad Holder / 针盘,103154697251,Excellent Quality Custom Wholesale Floor Scrubber Machine Pad Driver,Excellent Quality Custom 批发 洗地机 Machine 针盘驱动,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Disc Brush / 盘刷,103792803890,Scrub Brush with Lugs Grit Brush Rotary Brush Floor Polishing,Scrub 刷 with Lugs Grit 刷 Rotary 刷 Floor Polishing,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,104343126210,China Factory Directly Sale Wholesale Replacement Clutch Plate for Disc Brush,中国工厂 Directly Sale 批发 替换 离合器盘 for 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,103098210561,Wholesale Double Reed Price Clutch Plate for Floor Cleaning Scrubber,批发 Double Reed Price 离合器盘 for Floor Cleaning Scrubber,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,103737974024,Floor Scrubber Spare Part Blades / Rubber / Squeegee Scrubber Dryer Blade Cleaning Supplies,洗地机 配件 Blades / Rubber / 吸水胶条 Scrubber Dryer Blade Cleaning Supplies,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,101559806690,Floor Scrubber 19inch Polypropylene Disc Brush for Tenant T300E,洗地机 19inch Polypropylene 盘刷 for Tenant T300E,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Roller Brush / 滚刷,103128173750,Kacher B140 PP Roller Brush Rotary Broom Central Brush,Kacher B140 PP 滚刷 Rotary Broom Central 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103856659415,Factory Direct Sales Floor Scrubber Spare Part Disc Brush for Viper AS430  VF90411,工厂直销 Sales 洗地机 配件 盘刷 for Viper AS430  VF90411,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,103635651783,Manufacturers Flexible Braided Plastic Vacuum Hose 6mm 8mm 10mm Plastic Heater Hose,Manufacturers Flexible Braided Plastic 吸水管 6mm 8mm 10mm Plastic Heater 管,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,11674008569,Kacher B90R Scrubber Spare Part  Drain Hose,Kacher B90R Scrubber 配件  排水管,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,101530132440,Cleaning Equipment Scrubber Spare Part Clutch Plate NP-9200,清洁设备 Scrubber 配件 离合器盘 NP-9200,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,66804443,"Aditek Amber 66 / Baby 43 / Coral 65 / Jade 66 / Opal 66 /Quartz 66 / Sapphire 65 Floor Scrubber Disc Brush, 330mm","Aditek Amber 66 / Baby 43 / Coral 65 / Jade 66 / Opal 66 /Quartz 66 / Sapphire 65 洗地机 盘刷, 330mm",,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103113875576,PP Purpose Rotary Brushes Carpet Brush for Floor Scrubber Machine Cleaning,PP Purpose Rotary 刷es Carpet 刷 for 洗地机 Machine Cleaning,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Brush / 刷类,103131362489,Hard Plate Brush Rotary Stripping Brush for Carpet Cleaning,Hard Plate 刷 Rotary Stripping 刷 for Carpet Cleaning,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,104368066424,Disc Brush Aftermarket Tennant 1221541 Fits Tennant A5/T5/T5e/T500/T500E,盘刷 Aftermarket Tennant 1221541 Fits Tennant A5/T5/T5e/T500/T500E,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Vacuum Motor / 真空电机,104364346649,Floor Scrubber Spare Parts Tennant T300e Vacuum Motor 2stage 360W,洗地机 配件s Tennant T300e 真空电机 2stage 360W,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Squeegee / 吸水胶条,101705628647,Comac Innova 55 Spare Part Squeegee for Floor Scrubber,Comac Innova 55 配件 吸水胶条 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,104365594195,Comac Vispa 35B Spare Part Squeegee Rubber for Floor Scrubber Machine,Comac Vispa 35B 配件 吸水胶条 Rubber for 洗地机 Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,101704011949,Comac Vispa 35B  Spare Part Squeegee for Floor Scrubber,Comac Vispa 35B  配件 吸水胶条 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,104368478542,Tennant 222415 Squeegee Blade Rubber Kits Fits 5680 5700 7200 T15 Floor Scrubber Machine,Tennant 222415 吸水胶条 Blade Rubber 套件s Fits 5680 5700 7200 T15 洗地机 Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,101711695823,Taski Swingo 1250 Spare Part Squeegee for Floor Scrubber,Taski Swingo 1250 配件 吸水胶条 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Battery / 电池,104365479773,Tennant T12 Compact Battery Ride-On Floor Scrubber 1220241 Polypropylene Disk Scrub Brush Assembly,Tennant T12 Compact 电池 Ride-On 洗地机 1220241 Polypropylene Disk Scrub 刷 总成,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Hose / 水管,104371798545,"Drain Hose - Tennant T3, T5 - 1043538 Aftermarket Parts Cleaning Supplies","排水管 - Tennant T3, T5 - 1043538 Aftermarket Parts Cleaning Supplies",,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
